Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
7286;999FL;Salix;sp.; -;Weide;10;0;0;L;74380;354285;14.3355179932270;48.3224329232230
7286;998FL;Populus;sp.; -;Pappel;15;0;0;L;74373;354291;14.3354268350180;48.3224922608300
7288;035;Sorbus;aria; -;Echte Mehlbeere;4;1;18;L;72844;354693;14.3148799361833;48.3262830456512
7303;007FL;Acer;sp.; -;Ahorn;5;0;0;L;73383;354497;14.3221114955986;48.3244547782976
7;168a;Ulmus;hollandica;Wredei;Gold-Säulen-Ulme;3;1;9;L;73279;355764;14.3209256273105;48.3358625760521
7;216;Acer;platanoides; -;Spitz-Ahorn;30;8;252;L;73289;355861;14.3210804691115;48.3367298622731
7;221;Fraxinus;excelsior; -;Gemeine Esche;30;8;217;L;73323;355873;14.3215402497072;48.3368370516778
7;223;Carpinus;betulus; -;Hainbuche;18;6;111;L;73330;355876;14.3216301033380;48.3368657028213
7;224;Fraxinus;excelsior; -;Gemeine Esche;30;8;202;L;73320;355878;14.3215006574404;48.3368823566980
7;226;Fraxinus;excelsior; -;Gemeine Esche;30;7;189;L;73322;355882;14.3215301000846;48.3369184459259
1219;020a;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;5;1;19;L;71236;351799;14.2927053227984;48.3004403368981
540;001;Tilia;sp.;-;Linde;15;10;132;L;70543;354841;14.2838734035070;48.3278730190905
540;006;Tilia;sp.;-;Linde;13;8;118;L;70554;354888;14.2840357694079;48.3282925050257
1219;010;Magnolia;stellata; -;Stern-Magnolie;7;3;31;L;71236;351778;14.2927055820222;48.3002533907034
540;007;Liriodendron;tulipifera; -;Tulpenbaum;13;8;100;L;70566;354874;14.2841900311284;48.3281670435497
286;447;Juglans;nigra; -;Schwarznuss;18;7;76;L;72948;355849;14.3164797613791;48.3366682874539
286;449;Quercus;sp.; -;Eiche;22;12;230;L;72961;355857;14.3166580606914;48.3367362179165
286;451;Picea;orientalis; -;Kaukasus-Fichte;20;6;120;N;72970;355848;14.3167704528800;48.3366552076557
266;482;Quercus;robur; -;Stiel-Eiche;18;7;146;L;73047;355782;14.3177963820069;48.3360509666902
266;483;Pinus;sp.; -;Kiefer / Föhre;15;4;90;N;73040;355783;14.3177103671490;48.3360622179862
266;485;Quercus;robur; -;Stiel-Eiche;22;5;121;L;73035;355778;14.3176363409507;48.3360133950780
266;486;Tilia;sp.;-;Linde;22;8;120;L;73031;355784;14.3175886150175;48.3360687761576
266;487;Acer;pseudoplatanus; -;Berg-Ahorn;22;8;124;L;73027;355780;14.3175317554121;48.3360318800475
315;035;Picea;omorika; -;Serbische Fichte;10;4;58;N;71399;351815;14.2949085165171;48.3005677944730
608;035a;Pyrus;communis; -;Kulturbirne;10;9;170;L;70363;354927;14.2814680011960;48.3286651077554
317;041;Corylus;colurna; -;Baumhasel;19;12;231;L;71995;352385;14.3030382043513;48.3056238867467
7135;911;Alnus;sp.; -;Erle;10;5;80;L;70108;354634;14.2779770305099;48.3260623473463
657;013;Fraxinus;excelsior; -;Gemeine Esche;10;3;45;L;71468;354402;14.2962747658693;48.3238217894366
385;149;Quercus;sp.; -;Eiche;15;10;197;L;70841;346635;14.2865240814315;48.2540523836638
351;002;Tilia;cordata; -;Winter-Linde;7;8;160;L;72762;351587;14.3132381767887;48.2983630627427
351;003;Tilia;cordata; -;Winter-Linde;7;6;93;L;72760;351594;14.3132154237335;48.2984286047199
326;021;Fagus;sylvatica; -;Rotbuche;16;10;185;L;72962;351645;14.3159378236384;48.2988635036072
390;059;Malus;domestica; -;Kulturapfel;6;6;90;L;70881;347553;14.2872157757689;48.2623024898262
319;090;Malus;Hybr.;Liset (M.moerlandsii);"Zier-Apfel ""Liset"" (lilarosa)";8;6;97;L;71571;352341;14.2973153273624;48.3052781312032
390;060;Malus;domestica;Champagner Renette;Kulturapfel - Champagner Renette;6;7;88;L;70887;347555;14.2872969100019;48.2623198052301
347;004;Betula;pendula; -;Weiß-Birke;17;15;195;L;72349;351420;14.3076442469173;48.2969071929055
347;006;Platanus;hispanica;  -;Ahornblättrige-Platane;16;19;289;L;72377;351476;14.3080319168634;48.2974067023804
117;024;Acer;sp.; -;Ahorn;12;7;76;L;73085;351955;14.3176543404592;48.3016335409227
117;025;Carpinus;betulus; -;Hainbuche;13;9;97;L;73079;351952;14.3175736770055;48.3016116245251
117;026;Carpinus;betulus; -;Hainbuche;11;6;51;L;73074;351951;14.3175051678526;48.3015958504216
117;027;Acer;sp.; -;Ahorn;9;9;84;L;73069;351948;14.3174352360655;48.3015756269380
117;028;Carpinus;betulus; -;Hainbuche;11;7;66;L;73066;351950;14.3173944575994;48.3015878721704
117;029;Acer;sp.; -;Ahorn;12;10;140;L;73064;351947;14.3173645268907;48.3015613586831
117;030;Acer;sp.; -;Ahorn;11;7;68;L;73057;351947;14.3172812881451;48.3015676939115
825;001a;Quercus;robur; -;Stiel-Eiche;6;2;38;L;76578;347249;14.3638833568790;48.2589113873009
362;002;Betula;ermanii; -;Gold-Birke;12;10;86;L;71982;352252;14.3028392438122;48.3044340021330
390;074;Pyrus;communis; -;Kulturbirne;8;6;60;L;70905;347579;14.2875433169156;48.2625336050586
825;003;Quercus;sp.; -;Eiche;16;7;83;L;76578;347271;14.3638780479101;48.2591056192369
117;040;Juglans;regia; -;Walnuss;8;7;54;L;73156;352011;14.3186163437822;48.3021286964702
592;138;Liriodendron;tulipifera; -;Tulpenbaum;10;5;92;L;70685;354199;14.2856845899316;48.3220819440638
362;004;Betula;ermanii; -;Gold-Birke;12;8;66;L;71997;352262;14.3030426552158;48.3045219885978
825;008;Quercus;sp.; -;Eiche;5;6;54;L;76578;347321;14.3638931720015;48.2595555676076
390;079;Pseudotsuga;menziesii; -;Küsten-Douglasie;15;4;80;N;70909;347603;14.2876011896455;48.2627489646020
362;005;Betula;ermanii; -;Gold-Birke;12;8;73;L;72004;352267;14.3031400322652;48.3045648521612
592;140;Liriodendron;tulipifera; -;Tulpenbaum;13;4;93;L;70706;354179;14.2859573360366;48.3219005076404
390;080;Pseudotsuga;menziesii; -;Küsten-Douglasie;13;5;72;N;70913;347603;14.2876550571456;48.2627485188437
825;011;Quercus;sp.; -;Eiche;6;4;46;L;76585;347348;14.3639926614919;48.2597981396882
592;141;Liriodendron;tulipifera; -;Tulpenbaum;14;8;134;L;70711;354174;14.2860345167445;48.3218536302039
825;012;Quercus;sp.; -;Eiche;10;6;70;L;76589;347357;14.3640523066821;48.2598801344289
592;143;Liriodendron;tulipifera; -;Tulpenbaum;12;6;90;L;70730;354156;14.2862832687400;48.3216924453891
362;008;Betula;ermanii; -;Gold-Birke;11;8;70;L;72026;352279;14.3034389604451;48.3046707861347
825;015a;Quercus;sp.; -;Eiche;6;3;46;L;76601;347382;14.3642115100040;48.2601022073308
592;144a;Liriodendron;tulipifera; -;Tulpenbaum;9;4;90;L;70736;354150;14.2863577876405;48.3216423321323
825;016a;Quercus;sp.; -;Eiche;6;2;35;L;76604;347390;14.3642610823378;48.2601718781685
390;083;Sorbus;aria; -;Echte Mehlbeere;10;5;233;L;70926;347620;14.2878329644203;48.2628999320083
362;009;Betula;ermanii; -;Gold-Birke;12;10;88;L;72034;352284;14.3035459978486;48.3047155131705
592;147;Liriodendron;tulipifera; -;Tulpenbaum;13;5;95;L;70761;354128;14.2867000495676;48.3214338504860
362;012;Betula;ermanii; -;Gold-Birke;12;8;87;L;72073;352304;14.3040746760014;48.3048900699642
592;155;Fagus;sylvatica; -;Rotbuche;15;13;169;L;70833;354067;14.2876620836516;48.3208808887239
7135;897;Alnus;sp.; -;Erle;8;2;63;L;70089;354638;14.2777246605129;48.3260944863118
390;102;Prunus;avium; -;Vogel-Kirsche;17;7;150;L;70886;347515;14.2872763778347;48.2619619740198
390;104;Ailanthus;altissima; -;Götterbaum;18;9;145;L;70864;347515;14.2869759295334;48.2619596191123
7135;899;Alnus;sp.; -;Erle;8;3;51;L;70079;354642;14.2775882585414;48.3261387779086
117;042;Acer;sp.; -;Ahorn;10;7;51;L;73147;352008;14.3185027067545;48.3021076572853
117;045;Pinus;sp.; -;Kiefer / Föhre;17;8;120;N;73136;352014;14.3183458893736;48.3021595601779
117;047;Quercus;robur; -;Stiel-Eiche;15;10;139;L;73132;352012;14.3182976721474;48.3021382634965
117;048;Pinus;sp.; -;Kiefer / Föhre;15;7;107;N;73128;352013;14.3182408016143;48.3021482670054
117;050;Carpinus;betulus; -;Hainbuche;12;8;72;L;73127;352001;14.3182307816788;48.3020442514128
117;051;Pinus;sp.; -;Kiefer / Föhre;13;9;138;N;73124;352010;14.3181877836024;48.3021267098071
117;052;Pinus;sp.; -;Kiefer / Föhre;14;8;110;N;73121;352009;14.3181525247503;48.3021143301802
117;053;Pinus;sp.; -;Kiefer / Föhre;14;7;112;N;73118;352009;14.3181106354610;48.3021170197410
117;054;Acer;sp.; -;Ahorn;15;14;258;L;73123;351999;14.3181682976543;48.3020255845809
117;070;Acer;sp.; -;Ahorn;11;6;55;L;73082;351996;14.3176232829999;48.3020048688871
117;072;Betula;pendula; -;Weiß-Birke;19;12;140;L;73077;351996;14.3175469873771;48.3020032071866
117;080;Carpinus;betulus; -;Hainbuche;14;8;76;L;73071;351981;14.3174712032365;48.3018699988419
117;084;Acer;sp.; -;Ahorn;9;6;40;L;73061;351988;14.3173308754515;48.3019348444695
117;086;Acer;sp.; -;Ahorn;12;5;47;L;73054;351985;14.3172437388579;48.3019101467597
117;089;Acer;sp.; -;Ahorn;12;6;102;L;73067;351976;14.3174159575211;48.3018297520372
117;092;Pinus;sp.; -;Kiefer / Föhre;17;7;126;N;73052;351985;14.3172171910807;48.3019049576048
117;093;Pinus;sp.; -;Kiefer / Föhre;18;9;136;N;73050;351984;14.3171843006468;48.3019000557386
13;998FL;Salix;sp.; -;Weide;15;0;0;L;74587;354273;14.3383088769427;48.3223014284269
1044;999FL;Salix;alba; -;Silber-Weide;7;0;0;L;74354;354363;14.3351842239133;48.3231374482347
1301;031n;Malus;domestica; -;Kulturapfel;6;5;50;L;75140;346247;14.3443390136680;48.2500705588779
1071;012c;Pinus;nigra; -;Schwarz-Kiefer;2;2;24;N;70448;351460;14.2820268482147;48.2974813525960
652;756;Tilia;cordata; -;Winter-Linde;8;5;74;L;72187;354572;14.3060013311177;48.3252695866042
652;764;Tilia;cordata; -;Winter-Linde;12;6;90;L;72228;354587;14.3065468041922;48.3253976787844
652;766;Carpinus;betulus; -;Hainbuche;12;6;72;L;72242;354591;14.3067365676232;48.3254323640350
652;767;Tilia;cordata; -;Winter-Linde;8;5;80;L;72248;354592;14.3068279725823;48.3254446403055
652;772;Tilia;cordata; -;Winter-Linde;12;6;72;L;72282;354603;14.3072899246484;48.3255329440220
652;777;Tilia;euchlora; -;Krim-Linde;12;6;82;L;72315;354611;14.3077257091090;48.3256054056914
652;781;Prunus;padus; -;Trauben-Kirsche;9;5;83;L;72342;354618;14.3080944012740;48.3256677252211
652;782;Tilia;platyphyllos; -;Sommer-Linde;13;6;74;L;72349;354620;14.3081951093638;48.3256865045194
652;786;Carpinus;betulus; -;Hainbuche;10;5;64;L;72377;354627;14.3085689616460;48.3257386662757
652;792;Tilia;platyphyllos; -;Sommer-Linde;12;6;65;L;72418;354633;14.3091239772816;48.3257952429514
559;075;Quercus;robur; -;Stiel-Eiche;8;4;55;L;71290;353796;14.2937746438730;48.3183961087580
5105;065;Tilia;cordata; -;Winter-Linde;12;6;125;L;72538;349877;14.3099301007136;48.2830090056232
7122;072;Picea;abies; -;Gemeine Fichte;20;9;126;N;70709;355523;14.2862286325418;48.3339861061224
7122;070;Fraxinus;excelsior; -;Gemeine Esche;2;3;10;L;70721;355526;14.2863910019543;48.3340118784712
7122;069;Pyrus;communis; -;Kulturbirne;7;4;80;L;70731;355520;14.2865289028709;48.3339595811085
7122;068;Pyrus;communis; -;Kulturbirne;7;3;75;L;70754;355509;14.2868292901664;48.3338568289885
7122;067;Pyrus;communis; -;Kulturbirne;8;6;110;L;70771;355502;14.2870598040054;48.3337925106851
7122;066;Malus;domestica; -;Kulturapfel;4;3;61;L;70780;355499;14.2871843519108;48.3337648787506
7122;065;Pyrus;communis; -;Kulturbirne;5;4;84;L;70789;355497;14.2872974878503;48.3337424568520
7122;064;Malus;domestica; -;Kulturapfel;6;6;77;L;70799;355494;14.2874365729332;48.3337126581048
7122;063;Juglans;regia; -;Walnuss;10;7;158;L;70812;355489;14.2876160588055;48.3336687123285
7122;062;Malus;domestica; -;Kulturapfel;7;5;108;L;70821;355486;14.2877375566182;48.3336421281846
7122;061;Pyrus;communis; -;Kulturbirne;9;5;113;L;70828;355483;14.2878222760250;48.3336180182853
7110;002FL;Acer;sp.; -;Ahorn;8;0;0;L;74469;354469;14.3367526267228;48.3240830429858
1137;002a;Acer;campestre; -;Feld-Ahorn;4;1;14;L;70128;352773;14.2779319054261;48.3093246465336
680;033a;Carpinus;betulus; -;Hainbuche;5;2;22;L;71926;355254;14.3025970599804;48.3314325409435
7100;015;Acer;platanoides; -;Spitz-Ahorn;8;6;83;L;71927;355417;14.3026371372991;48.3328973777383
5224;091;Carpinus;betulus; -;Hainbuche;14;9;89;L;72331;348022;14.3068161637478;48.2663573592029
7100;016;Acer;platanoides; -;Spitz-Ahorn;7;6;82;L;71937;355417;14.3027648362050;48.3328950315836
316;011;Corylus;colurna; -;Baumhasel;13;10;139;L;71348;351769;14.2942134593046;48.3001598994138
5223;095;Fraxinus;excelsior; -;Gemeine Esche;11;4;62;L;72244;347960;14.3056422351931;48.2658089243440
5223;098;Acer;campestre; -;Feld-Ahorn;5;5;37;L;72233;347949;14.3054858181183;48.2657102459203
294;071;Populus;alba;Nivea;Silber-Pappel;11;9;119;L;71981;346661;14.3018843210777;48.2541591108501
74;051;Acer;campestre; -;Feld-Ahorn;16;9;137;L;71444;352861;14.2956912752859;48.3099681579667
1100;228;Cladrastis;platycarpa; -;Japanisches Gelbholz;8;10;136;L;69955;351289;14.2753674594999;48.2959953503819
56;052a;Betula;pendula;Darlecarlica;Geschlitztblättrige Birke;22;9;70;L;71394;352812;14.2950137571923;48.3095295125151
276;012;Platanus;hispanica;  -;Ahornblättrige-Platane;9;7;75;L;72050;346572;14.3027986204455;48.2533488372665
866;017;Prunus;avium; -;Vogel-Kirsche;10;8;118;L;72677;346660;14.3112439339589;48.2540707817551
1165;025;Acer;platanoides;Globosum;Kugel-Ahorn;5;4;40;L;71886;353066;14.3016904234255;48.3117647644926
5055;003;Paulownia;tomentosa; -;Blauglockenbaum;10;8;113;L;72256;353215;14.3066989796486;48.3130591092195
5055;004;Paulownia;tomentosa; -;Blauglockenbaum;8;6;64;L;72245;353227;14.3065523182297;48.3131681140933
531;044;Acer;platanoides; -;Spitz-Ahorn;6;5;396;L;69978;353191;14.2759793727614;48.3130978815432
531;030;Juglans;regia; -;Walnuss;4;1;15;L;70006;353191;14.2763606875520;48.3130982493741
531;026;Tilia;sp.;-;Linde;15;7;86;L;70002;353166;14.2763066492592;48.3128667933818
324;003FL;Acer;sp.; -;Ahorn;10;0;0;L;73153;350814;14.3183781306462;48.2913649721723
1396;020;Acer;sp.; -;Ahorn;17;11;152;L;74697;345258;14.3381991748990;48.2412325292440
1466;005;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;8;2;26;L;71610;351337;14.2976765367872;48.2962489450863
390;005;Quercus;robur; -;Stiel-Eiche;13;7;127;L;71019;347663;14.2890925748496;48.2632762099702
1396;022;Quercus;robur; -;Stiel-Eiche;14;11;120;L;74697;345234;14.3381967933062;48.2410140335201
390;009;Platanus;hispanica;  -;Ahornblättrige-Platane;15;7;143;L;70995;347647;14.2887666930010;48.2631350180847
326;001;Quercus;robur; -;Stiel-Eiche;16;13;185;L;72931;351737;14.3155478236385;48.2996923018702
326;002;Quercus;robur; -;Stiel-Eiche;16;13;250;L;72934;351732;14.3155779361040;48.2996494743662
326;003;Quercus;robur; -;Stiel-Eiche;16;11;166;L;72932;351728;14.3155573905564;48.2996117050932
390;012;Fagus;sylvatica; -;Rotbuche;12;8;106;L;70982;347635;14.2885896175123;48.2630285658108
326;004;Betula;pendula; -;Weiß-Birke;18;11;156;L;72935;351721;14.3155976120100;48.2995499674143
390;013;Fagus;sylvatica; -;Rotbuche;12;6;346;L;70978;347631;14.2885350814913;48.2629930444754
390;014;Fagus;sylvatica; -;Rotbuche;12;5;105;L;70975;347628;14.2884941795250;48.2629664034565
319;002;Tilia;platyphyllos; -;Sommer-Linde;10;7;136;L;71540;352403;14.2969079730183;48.3058391137944
326;005;Quercus;robur; -;Stiel-Eiche;17;12;199;L;72933;351715;14.3155623970702;48.2994955262393
326;006;Quercus;robur; -;Stiel-Eiche;16;13;210;L;72933;351710;14.3155595045636;48.2994510666823
390;015;Fagus;sylvatica; -;Rotbuche;12;4;114;L;70972;347625;14.2884532776013;48.2629397624225
319;006;Acer;pseudoplatanus; -;Berg-Ahorn;17;12;181;L;71558;352421;14.2971536189444;48.3059989389974
326;007;Quercus;robur; -;Stiel-Eiche;16;13;160;L;72936;351709;14.3156048121106;48.2994384932256
319;015;Larix;decidua; -;Europäische Lärche;21;14;195;N;71569;352450;14.2973021246869;48.3062626730675
390;016;Quercus;robur; -;Stiel-Eiche;15;8;155;L;70968;347620;14.2883985747334;48.2628952491368
390;017;Quercus;robur; -;Stiel-Eiche;15;7;151;L;70964;347615;14.2883435827075;48.2628507037172
634;001;Quercus;cerris; -;Zerr-Eiche;10;5;104;L;72730;355526;14.3134785066470;48.3337812729960
390;023;Prunus;serrula; -;Tibet-Kirsche /Mahagoni-Kirsche  (weiß);8;8;426;L;70941;347586;14.2880292911228;48.2625925357806
390;025;Tsuga;canadensis; -;Kanadische Hemlocktanne;11;6;95;N;70935;347591;14.2879493249026;48.2626381640975
634;007a;Abies;nordmanniana; -;Nordmannstanne;3;3;27;N;72724;355504;14.3133985591708;48.3335880395052
390;026;Tsuga;canadensis; -;Kanadische Hemlocktanne;11;6;79;N;70938;347592;14.2879898923989;48.2626468215447
459;001a;Corylus;colurna; -;Baumhasel;12;9;158;L;74352;345887;14.3336613964968;48.2469216429048
634;011;Pinus;nigra; -;Schwarz-Kiefer;7;3;85;N;72727;355493;14.3134307572691;48.3334878785347
390;025a;Paulownia;tomentosa; -;Blauglockenbaum;9;9;97;L;70928;347604;14.2878572271992;48.2627558389109
459;003a;Corylus;colurna; -;Baumhasel;13;8;86;L;74337;345887;14.3334649933214;48.2469278082670
634;012;Pinus;nigra; -;Schwarz-Kiefer;10;4;88;N;72728;355490;14.3134564899308;48.3334655334475
390;027;Platanus;hispanica;  -;Ahornblättrige-Platane;13;10;125;L;70943;347606;14.2880595642807;48.2627721505072
634;028;Acer;platanoides; -;Spitz-Ahorn;8;8;94;L;72746;355410;14.3136844491918;48.3327411445454
319;023;Salix;alba; -;Silber-Weide;18;12;145;L;71619;352406;14.2979732551557;48.3058571887461
459;012;Prunus;sp.; -;Kirsche;6;6;84;L;74372;345958;14.3339431479495;48.2475618867780
390;032;Fagus;sylvatica; -;Rotbuche;11;6;150;L;70906;347560;14.2875536129172;48.2623626477794
519;009;Catalpa;bignonioides; -;Trompetenbaum;8;8;94;L;70845;354217;14.2878421041845;48.3222249471784
634;032;Carpinus;betulus; -;Hainbuche;8;4;70;L;72738;355397;14.3135689643348;48.3326243225496
519;010;Acer;platanoides; -;Spitz-Ahorn;9;9;92;L;70838;354222;14.2877550187774;48.3222764335497
390;032b;Fagus;sylvatica; -;Rotbuche;10;7;183;L;70907;347549;14.2875652439423;48.2622636255916
519;013;Acer;campestre; -;Feld-Ahorn;7;10;86;L;70818;354241;14.2874848837607;48.3224501335851
634;039;Fraxinus;excelsior; -;Gemeine Esche;11;6;110;L;72737;355388;14.3135584675269;48.3325474100918
459;017;Prunus;sp.; -;Kirsche;7;7;78;L;74440;345907;14.3348551359246;48.2470956073670
519;014;Aesculus;sp.; -;Kastanie;9;9;94;L;70812;354247;14.2874075342529;48.3224975941027
319;030;Acer;campestre; -;Feld-Ahorn;18;14;286;L;71641;352393;14.2982675776263;48.3057378151129
634;036;Sorbus;aria; -;Echte Mehlbeere;8;3;75;L;72751;355396;14.3137413483178;48.3326099274282
519;015a;Acer;campestre; -;Feld-Ahorn;10;7;77;L;70817;354255;14.2874709082365;48.3225715891454
634;038;Quercus;robur; -;Stiel-Eiche;11;7;101;L;72743;355390;14.3136288306834;48.3325604939036
519;017;Acer;campestre; -;Feld-Ahorn;9;6;113;L;70810;354259;14.2873799000900;48.3226057407759
319;031;Acer;campestre; -;Feld-Ahorn;14;8;124;L;71641;352389;14.2982669015438;48.3057018479500
634;040;Quercus;coccinea; -;Scharlach-Eiche;10;8;106;L;72743;355385;14.3136343275572;48.3325158490336
390;035;Carpinus;betulus; -;Hainbuche;13;11;277;L;70892;347525;14.2873592383299;48.2620494915786
634;044;Picea;abies; -;Gemeine Fichte;7;3;115;N;72764;355387;14.3139178591946;48.3325314253224
390;036;Carpinus;betulus; -;Hainbuche;13;8;247;L;70890;347519;14.2873313038843;48.2619957630609
519;022;Acer;platanoides; -;Spitz-Ahorn;11;8;70;L;70790;354268;14.2871108601982;48.3226889042442
634;048;Fagus;sylvatica; -;Rotbuche;12;7;141;L;72766;355374;14.3139479632614;48.3324151504917
519;024;Platanus;hispanica;  -;Ahornblättrige-Platane;16;13;141;L;70784;354274;14.2870336426551;48.3227435017490
519;027;Quercus;robur; -;Stiel-Eiche;11;11;110;L;70780;354288;14.2869755152736;48.3228780661196
634;050;Fagus;sylvatica; -;Rotbuche;9;12;190;L;72770;355357;14.3139953742388;48.3322653624462
319;040;Prunus;serrulata;Kiku-shidare-zakura;Japan. Hänge-Kirsche  (rosa gefüllt);7;6;72;L;71634;352352;14.2981663015505;48.3053699409560
519;036;Platanus;hispanica;  -;Ahornblättrige-Platane;11;9;90;L;70751;354307;14.2865916257282;48.3230478670790
519;044;Quercus;robur; -;Stiel-Eiche;13;6;120;L;70740;354322;14.2864458212235;48.3231839695403
390;041a;Morus;alba; -;Weißer Maulbeerbaum;6;7;65;L;70862;347524;14.2869550707433;48.2620438411865
519;045;Quercus;robur; -;Stiel-Eiche;11;6;75;L;70740;354326;14.2864464894105;48.3232199367177
1301;028n;Malus;domestica; -;Kulturapfel;5;4;45;L;75161;346255;14.3446231578521;48.2501400133380
1301;030n;Juglans;regia; -;Walnuss;6;5;55;L;75149;346251;14.3444608906761;48.2501054633064
652;622;Acer;pseudoplatanus; -;Berg-Ahorn;16;8;167;L;71705;354282;14.2994531405869;48.3227175192934
652;621;Tilia;cordata; -;Winter-Linde;12;6;86;L;71715;354290;14.2995865411411;48.3227913543953
7251;840;Prunus;padus; -;Trauben-Kirsche;7;6;80;L;71850;353872;14.3013370273022;48.3190128860647
294;001;Taxus;baccata; -;Gemeine Eibe;4;6;25;N;71921;346622;14.3010626291707;48.2538158663947
676;009;Malus;Hybr.;Van Eseltine (M.arnoldiana);"Zier-Apfel ""Van Eseltine"" (rosa gefüllt)";4;1;14;L;72279;355176;14.3073407043111;48.3306858441936
629;010a;Salix;alba;Tristis;Trauer-Weide;3;2;14;L;70765;355073;14.2869110485227;48.3299384193649
447;032;Acer;sp.; -;Ahorn;8;2;53;L;77687;346495;14.3786813696782;48.2519949249227
1185;002;Carpinus;betulus;Fastigiata;Säulen-Hainbuche;8;5;110;L;70731;351857;14.2859150240393;48.3010178899465
5224;047;Carpinus;betulus; -;Hainbuche;16;7;114;L;72235;347934;14.3055112347429;48.2655806256896
